"Exam","Question","QuestionID","Model_1","Model_2","Similarity"
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","gpt-5-4",0.35259219030546
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","gpt-5.1",0.397473823795553
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","gpt-5.4-mini",0.367412132258435
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","gpt-5.4-nano",0.24691407323165
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","grok-2-vision",0.621752503560206
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","grok-4-1",0.326973182707643
"ACTM",1,"ACTM_MC_1","gemini-2.0-flash-lite","grok-4.3",0.18081054925649
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.652337861388566
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-4o",0.626510685149826
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-5",0.411519185208887
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-5-4",0.486160047646892
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-5.1",0.4554937646322
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-5.4-mini",0.516729742242804
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","gpt-5.4-nano",0.373201765594904
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","grok-2-vision",0.535408780580065
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","grok-4-1",0.516920782965373
"ACTM",1,"ACTM_MC_1","gemini-2.5-flash-lite","grok-4.3",0.313419945832009
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-4o",0.418207752403293
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-5",0.336110195551261
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-5-4",0.393854414092925
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-5.1",0.373698632429829
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.410874801879643
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.308471742034715
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","grok-2-vision",0.503880509335713
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","grok-4-1",0.472732708410466
"ACTM",1,"ACTM_MC_1","gemini-3.1-flash-lite-preview","grok-4.3",0.422157994651721
"ACTM",1,"ACTM_MC_1","gpt-4o","gpt-5",0.39499125075648
"ACTM",1,"ACTM_MC_1","gpt-4o","gpt-5-4",0.490624843197525
"ACTM",1,"ACTM_MC_1","gpt-4o","gpt-5.1",0.600650854542939
"ACTM",1,"ACTM_MC_1","gpt-4o","gpt-5.4-mini",0.465649518213344
"ACTM",1,"ACTM_MC_1","gpt-4o","gpt-5.4-nano",0.419675980659992
"ACTM",1,"ACTM_MC_1","gpt-4o","grok-2-vision",0.589230366050658
"ACTM",1,"ACTM_MC_1","gpt-4o","grok-4-1",0.485318058472877
"ACTM",1,"ACTM_MC_1","gpt-4o","grok-4.3",0.254697478584225
"ACTM",1,"ACTM_MC_1","gpt-5","gpt-5-4",0.63126069252454
"ACTM",1,"ACTM_MC_1","gpt-5","gpt-5.1",0.466778512303796
"ACTM",1,"ACTM_MC_1","gpt-5","gpt-5.4-mini",0.589256517080589
"ACTM",1,"ACTM_MC_1","gpt-5","gpt-5.4-nano",0.394897033567716
"ACTM",1,"ACTM_MC_1","gpt-5","grok-2-vision",0.170388348024994
"ACTM",1,"ACTM_MC_1","gpt-5","grok-4-1",0.572783157978057
"ACTM",1,"ACTM_MC_1","gpt-5","grok-4.3",0.00559633032510664
"ACTM",1,"ACTM_MC_1","gpt-5-4","gpt-5.1",0.687867739996828
"ACTM",1,"ACTM_MC_1","gpt-5-4","gpt-5.4-mini",0.835583373157035
"ACTM",1,"ACTM_MC_1","gpt-5-4","gpt-5.4-nano",0.548299069370081
"ACTM",1,"ACTM_MC_1","gpt-5-4","grok-2-vision",0.351323874526252
"ACTM",1,"ACTM_MC_1","gpt-5-4","grok-4-1",0.741081487068419
"ACTM",1,"ACTM_MC_1","gpt-5-4","grok-4.3",0.0457611545242739
"ACTM",1,"ACTM_MC_1","gpt-5.1","gpt-5.4-mini",0.551522886794759
"ACTM",1,"ACTM_MC_1","gpt-5.1","gpt-5.4-nano",0.450799801843335
"ACTM",1,"ACTM_MC_1","gpt-5.1","grok-2-vision",0.460269841527529
"ACTM",1,"ACTM_MC_1","gpt-5.1","grok-4-1",0.576516408581123
"ACTM",1,"ACTM_MC_1","gpt-5.1","grok-4.3",0.177577932497891
"ACTM",1,"ACTM_MC_1","gpt-5.4-mini","gpt-5.4-nano",0.532011625485286
"ACTM",1,"ACTM_MC_1","gpt-5.4-mini","grok-2-vision",0.395472102062885
"ACTM",1,"ACTM_MC_1","gpt-5.4-mini","grok-4-1",0.685785453354098
"ACTM",1,"ACTM_MC_1","gpt-5.4-mini","grok-4.3",0.054547373541034
"ACTM",1,"ACTM_MC_1","gpt-5.4-nano","grok-2-vision",0.243606974511147
"ACTM",1,"ACTM_MC_1","gpt-5.4-nano","grok-4-1",0.701792726339886
"ACTM",1,"ACTM_MC_1","gpt-5.4-nano","grok-4.3",0.115132853620296
"ACTM",1,"ACTM_MC_1","grok-2-vision","grok-4-1",0.285327242869054
"ACTM",1,"ACTM_MC_1","grok-2-vision","grok-4.3",0.184801879862511
"ACTM",1,"ACTM_MC_1","grok-4-1","grok-4.3",0.263387439175645
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","claude-sonnet-4",0.530154928851412
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","claude-sonnet-4-6",0.234633608190174
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gemini-2.0-flash-lite",0.320033087401757
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gemini-2.5-flash-lite",0.41631529749084
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gemini-3.1-flash-lite-preview",0.26511792742951
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-4o",0.442883389896712
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-5",0.322874602191684
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-5-4",0.397018845237146
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-5.1",0.361812096943316
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-5.4-mini",0.362213577543336
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","gpt-5.4-nano",0.349533363401632
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","grok-2-vision",0.427308249777747
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","grok-4-1",0.320845720604037
"ACTM",10,"ACTM_MC_10","claude-3-7-sonnet","grok-4.3",0.268528979313573
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","claude-sonnet-4-6",0.209088177793397
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gemini-2.0-flash-lite",0.269357812735732
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gemini-2.5-flash-lite",0.408442103565101
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gemini-3.1-flash-lite-preview",0.144387091408538
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-4o",0.395539677448895
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-5",0.232578253541687
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-5-4",0.300836660916577
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-5.1",0.295704684287964
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-5.4-mini",0.307060689672856
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","gpt-5.4-nano",0.316294594217113
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","grok-2-vision",0.31017742790889
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","grok-4-1",0.256215128485934
"ACTM",10,"ACTM_MC_10","claude-sonnet-4","grok-4.3",0.156065346872218
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gemini-2.0-flash-lite",0.393603050582479
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gemini-2.5-flash-lite",0.26851284294204
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gemini-3.1-flash-lite-preview",0.36915289378363
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-4o",0.26244123447817
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-5",0.102215274016051
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-5-4",0.156910326205984
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-5.1",0.115259499774439
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-5.4-mini",0.106181986207426
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","gpt-5.4-nano",0.0920128990997727
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","grok-2-vision",0.223724475430116
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","grok-4-1",0.41708204701099
"ACTM",10,"ACTM_MC_10","claude-sonnet-4-6","grok-4.3",0.169306027272348
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gemini-2.5-flash-lite",0.392345482215459
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gemini-3.1-flash-lite-preview",0.280521692159336
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-4o",0.354207476209982
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-5",0.217416645047766
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-5-4",0.285386540942435
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-5.1",0.257441271847069
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-5.4-mini",0.24479637171941
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","gpt-5.4-nano",0.246225578631758
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","grok-2-vision",0.354099527920175
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","grok-4-1",0.350833999664868
"ACTM",10,"ACTM_MC_10","gemini-2.0-flash-lite","grok-4.3",0.172346438616779
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.281938434115687
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-4o",0.502663711697928
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-5",0.312739807955674
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-5-4",0.42682653988693
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-5.1",0.341137178115384
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-5.4-mini",0.275358445325838
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","gpt-5.4-nano",0.332072901764724
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","grok-2-vision",0.486147784992154
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","grok-4-1",0.390711372061116
"ACTM",10,"ACTM_MC_10","gemini-2.5-flash-lite","grok-4.3",0.204319173296727
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-4o",0.219677880029617
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-5",0.13328563593344
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-5-4",0.165729783589827
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-5.1",0.213220456578067
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.183496765803661
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.134585520600878
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","grok-2-vision",0.291784715544832
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","grok-4-1",0.418019891345466
"ACTM",10,"ACTM_MC_10","gemini-3.1-flash-lite-preview","grok-4.3",0.165874814713811
"ACTM",10,"ACTM_MC_10","gpt-4o","gpt-5",0.298142316891646
"ACTM",10,"ACTM_MC_10","gpt-4o","gpt-5-4",0.334457235991964
"ACTM",10,"ACTM_MC_10","gpt-4o","gpt-5.1",0.37076401765461
"ACTM",10,"ACTM_MC_10","gpt-4o","gpt-5.4-mini",0.252933478005738
"ACTM",10,"ACTM_MC_10","gpt-4o","gpt-5.4-nano",0.354931918647357
"ACTM",10,"ACTM_MC_10","gpt-4o","grok-2-vision",0.422536956086628
"ACTM",10,"ACTM_MC_10","gpt-4o","grok-4-1",0.312214971157726
"ACTM",10,"ACTM_MC_10","gpt-4o","grok-4.3",0.202824978392397
"ACTM",10,"ACTM_MC_10","gpt-5","gpt-5-4",0.420218624473921
"ACTM",10,"ACTM_MC_10","gpt-5","gpt-5.1",0.388942380431268
"ACTM",10,"ACTM_MC_10","gpt-5","gpt-5.4-mini",0.221348243005418
"ACTM",10,"ACTM_MC_10","gpt-5","gpt-5.4-nano",0.291426968649571
"ACTM",10,"ACTM_MC_10","gpt-5","grok-2-vision",0.294881579742765
"ACTM",10,"ACTM_MC_10","gpt-5","grok-4-1",0.265185468412205
"ACTM",10,"ACTM_MC_10","gpt-5","grok-4.3",0.193291271131859
"ACTM",10,"ACTM_MC_10","gpt-5-4","gpt-5.1",0.363014395673453
"ACTM",10,"ACTM_MC_10","gpt-5-4","gpt-5.4-mini",0.315699498810165
"ACTM",10,"ACTM_MC_10","gpt-5-4","gpt-5.4-nano",0.346428475209657
"ACTM",10,"ACTM_MC_10","gpt-5-4","grok-2-vision",0.44643288977886
"ACTM",10,"ACTM_MC_10","gpt-5-4","grok-4-1",0.279349946489636
"ACTM",10,"ACTM_MC_10","gpt-5-4","grok-4.3",0.266738078571312
"ACTM",10,"ACTM_MC_10","gpt-5.1","gpt-5.4-mini",0.436555573189189
"ACTM",10,"ACTM_MC_10","gpt-5.1","gpt-5.4-nano",0.382527639348186
"ACTM",10,"ACTM_MC_10","gpt-5.1","grok-2-vision",0.448815873959427
"ACTM",10,"ACTM_MC_10","gpt-5.1","grok-4-1",0.324037738590078
"ACTM",10,"ACTM_MC_10","gpt-5.1","grok-4.3",0.276811381149587
"ACTM",10,"ACTM_MC_10","gpt-5.4-mini","gpt-5.4-nano",0.556343899899169
"ACTM",10,"ACTM_MC_10","gpt-5.4-mini","grok-2-vision",0.329584713614507
"ACTM",10,"ACTM_MC_10","gpt-5.4-mini","grok-4-1",0.283008975651308
"ACTM",10,"ACTM_MC_10","gpt-5.4-mini","grok-4.3",0.272940696103252
"ACTM",10,"ACTM_MC_10","gpt-5.4-nano","grok-2-vision",0.317359254654092
"ACTM",10,"ACTM_MC_10","gpt-5.4-nano","grok-4-1",0.304138263026145
"ACTM",10,"ACTM_MC_10","gpt-5.4-nano","grok-4.3",0.155323698844037
"ACTM",10,"ACTM_MC_10","grok-2-vision","grok-4-1",0.306568807613646
"ACTM",10,"ACTM_MC_10","grok-2-vision","grok-4.3",0.204293569820482
"ACTM",10,"ACTM_MC_10","grok-4-1","grok-4.3",0.373967251355045
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","claude-sonnet-4",0.518878986765936
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","claude-sonnet-4-6",0.388827770866181
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gemini-2.0-flash-lite",0.377357966791851
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gemini-2.5-flash-lite",0.46948747228061
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gemini-3.1-flash-lite-preview",0.283947101031139
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-4o",0.384435541700867
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-5",0.205522789718272
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-5-4",0.271091078212622
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-5.1",0.319449955760772
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-5.4-mini",0.248500867548775
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","gpt-5.4-nano",0.266217830506268
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","grok-2-vision",0.475908471543151
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","grok-4-1",0.313350118436141
"ACTM",11,"ACTM_MC_11","claude-3-7-sonnet","grok-4.3",0.214524961549467
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","claude-sonnet-4-6",0.380461734336044
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gemini-2.0-flash-lite",0.435614709586408
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gemini-2.5-flash-lite",0.532964042324459
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gemini-3.1-flash-lite-preview",0.307761606308872
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-4o",0.354637886459849
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-5",0.149028711484021
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-5-4",0.246300121549516
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-5.1",0.398881566257113
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-5.4-mini",0.185013285722893
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","gpt-5.4-nano",0.26419588262216
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","grok-2-vision",0.442735434873792
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","grok-4-1",0.31333800212387
"ACTM",11,"ACTM_MC_11","claude-sonnet-4","grok-4.3",0.228753824010477
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gemini-2.0-flash-lite",0.442626564049696
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gemini-2.5-flash-lite",0.443906186014272
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gemini-3.1-flash-lite-preview",0.367367429862016
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-4o",0.370579670665953
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-5",0.348223185526432
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-5-4",0.0765269944280389
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-5.1",0.32381774894898
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-5.4-mini",0.148455565836513
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","gpt-5.4-nano",0.0433227305948574
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","grok-2-vision",0.429845836305376
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","grok-4-1",0.382766255209461
"ACTM",11,"ACTM_MC_11","claude-sonnet-4-6","grok-4.3",0.214656631040853
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gemini-2.5-flash-lite",0.478491592009126
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gemini-3.1-flash-lite-preview",0.367298223158004
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-4o",0.418821783992792
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-5",0.312422634745835
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-5-4",0.120586501541948
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-5.1",0.334662473214065
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-5.4-mini",0.168485320437984
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","gpt-5.4-nano",0.0976388871919691
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","grok-2-vision",0.440765562585635
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","grok-4-1",0.355408734885703
"ACTM",11,"ACTM_MC_11","gemini-2.0-flash-lite","grok-4.3",0.263733666655418
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.434109859740083
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-4o",0.34639809930425
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-5",0.334778724303681
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-5-4",0.269877937746451
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-5.1",0.342857304833155
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-5.4-mini",0.205756593122139
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","gpt-5.4-nano",0.304176955224433
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","grok-2-vision",0.566977316233963
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","grok-4-1",0.42365080751891
"ACTM",11,"ACTM_MC_11","gemini-2.5-flash-lite","grok-4.3",0.380128121302456
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-4o",0.304007859303489
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-5",0.225353356859088
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-5-4",0.148282642313836
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-5.1",0.196078572884539
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.0562276661718589
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.112952835485636
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","grok-2-vision",0.431861889906668
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","grok-4-1",0.301852751838659
"ACTM",11,"ACTM_MC_11","gemini-3.1-flash-lite-preview","grok-4.3",0.28728539497267
"ACTM",11,"ACTM_MC_11","gpt-4o","gpt-5",0.188503720223759
"ACTM",11,"ACTM_MC_11","gpt-4o","gpt-5-4",0.123238289314731
"ACTM",11,"ACTM_MC_11","gpt-4o","gpt-5.1",0.265994731996859
"ACTM",11,"ACTM_MC_11","gpt-4o","gpt-5.4-mini",0.177849215188903
"ACTM",11,"ACTM_MC_11","gpt-4o","gpt-5.4-nano",0.100297230551257
"ACTM",11,"ACTM_MC_11","gpt-4o","grok-2-vision",0.420899616942635
"ACTM",11,"ACTM_MC_11","gpt-4o","grok-4-1",0.276500654477529
"ACTM",11,"ACTM_MC_11","gpt-4o","grok-4.3",0.151975956456892
"ACTM",11,"ACTM_MC_11","gpt-5","gpt-5-4",0.0761826327226688
"ACTM",11,"ACTM_MC_11","gpt-5","gpt-5.1",0.347273601102981
"ACTM",11,"ACTM_MC_11","gpt-5","gpt-5.4-mini",0.17458584015098
"ACTM",11,"ACTM_MC_11","gpt-5","gpt-5.4-nano",0.0790550427085024
"ACTM",11,"ACTM_MC_11","gpt-5","grok-2-vision",0.224109305107318
"ACTM",11,"ACTM_MC_11","gpt-5","grok-4-1",0.325418124986597
